ASCII_UCodeESC_CharStream#hexval(char)::: i_ code c_ char stream hexval:::switch->return->return->return->return->return->return->return->return->return->return->return->return->return->return->return->return->throw->new->java.io.IOException
ASCII_UCodeESC_CharStream#ExpandBuff(boolean)::: i_ code c_ char stream  expand buff:::newbuffer->new->charArr->newbufline->new->intArr->newbufcolumn->new->intArr->try->if->System->arraycopy->System->arraycopy->System->arraycopy->System->arraycopy->System->arraycopy->System->arraycopy->else->System->arraycopy->System->arraycopy->System->arraycopy->catch->throw->t->getMessage->new->Error->finally
ASCII_UCodeESC_CharStream#FillBuff()::: i_ code c_ char stream  fill buff:::i->if->try->if->inputStream->read->inputStream->close->throw->new->java.io.IOException->else->return->catch->if->backup->else->throw->finally
ASCII_UCodeESC_CharStream#ReadByte()::: i_ code c_ char stream  read byte:::if->FillBuff->return
ASCII_UCodeESC_CharStream#BeginToken()::: i_ code c_ char stream  begin token:::if->return->return->readChar
ASCII_UCodeESC_CharStream#AdjustBuffSize()::: i_ code c_ char stream  adjust buff size:::if->if->else->ExpandBuff->else->if->else->if->ExpandBuff->else
ASCII_UCodeESC_CharStream#UpdateLineColumn(char)::: i_ code c_ char stream  update line column:::if->else->if->if->else->switch->break->break->break->break
ASCII_UCodeESC_CharStream#readChar()::: i_ code c_ char stream read char:::if->return->c->if->AdjustBuffSize->if->ReadByte->UpdateLineColumn->backSlashCnt->for->try->while->ReadByte->hexval->ReadByte->hexval->ReadByte->hexval->ReadByte->hexval->catch->throw->new->Error->finally->if->return->else->backup->return->else->UpdateLineColumn->return
ASCII_UCodeESC_CharStream#getColumn()::: i_ code c_ char stream get column:::return
ASCII_UCodeESC_CharStream#getLine()::: i_ code c_ char stream get line:::return
ASCII_UCodeESC_CharStream#getEndColumn()::: i_ code c_ char stream get end column:::return
ASCII_UCodeESC_CharStream#getEndLine()::: i_ code c_ char stream get end line:::return
ASCII_UCodeESC_CharStream#getBeginColumn()::: i_ code c_ char stream get begin column:::return
ASCII_UCodeESC_CharStream#getBeginLine()::: i_ code c_ char stream get begin line:::return
ASCII_UCodeESC_CharStream#backup(int)::: i_ code c_ char stream backup:::if
ASCII_UCodeESC_CharStream#ReInit(java.io.InputStream, int, int, int)::: i_ code c_ char stream  re init:::if->new->charArr->new->intArr->new->intArr->new->byteArr
ASCII_UCodeESC_CharStream#ReInit(java.io.InputStream, int, int)::: i_ code c_ char stream  re init:::ReInit
ASCII_UCodeESC_CharStream#GetImage()::: i_ code c_ char stream  get image:::if->return->new->String->else->return->new->String->new->String
ASCII_UCodeESC_CharStream#GetSuffix(int)::: i_ code c_ char stream  get suffix:::ret->new->charArr->if->System->arraycopy->else->System->arraycopy->System->arraycopy->return
ASCII_UCodeESC_CharStream#Done()::: i_ code c_ char stream  done:::
ASCII_UCodeESC_CharStream#adjustBeginLineColumn(int, int):::Method to adjust line and column numbers for the start of a token.<BR>:::start->len->if->else->i->j->k->nextColDiff->columnDiff->while->if->while->if->else
ExpressionParser#peek()::: expression parser peek:::return->stack->peek
ExpressionParser#pop()::: expression parser pop:::return->stack->pop
ExpressionParser#push(LValue)::: expression parser push:::stack->push
ExpressionParser#getMassagedValue()::: expression parser get massaged value:::return->lastLValue->getMassagedValue
ExpressionParser.GetFrame#get()::: get frame get:::
ExpressionParser#evaluate(String, VirtualMachine, GetFrame)::: expression parser evaluate:::in->new->java.io.StringBufferInputStream->parser->new->ExpressionParser->value->parser->Expression->parser->pop->return->lastLValue->getValue
ExpressionParser#main(String[])::: expression parser main:::parser->print->if->println->new->ExpressionParser->else->if->println->try->new->java.io.FileInputStream->new->ExpressionParser->catch->println->return->finally->else->println->println->println->println->return->try->parser->Expression->print->println->catch->print->println->finally
ExpressionParser#Type()::: expression parser  type:::switch->jj_ntk->PrimitiveType->break->Name->break->jj_consume_token->throw->new->ParseException->while->switch->jj_ntk->break->break->jj_consume_token->jj_consume_token
LValue#make(VirtualMachine, double)::: value make:::return->vm->mirrorOf->new->LValueConstant
LValue#make(VirtualMachine, String)::: value make:::return->vm->mirrorOf->new->LValueConstant
LValue#makeBoolean(VirtualMachine, Token)::: value make boolean:::return->charAt->make
LValue#makeCharacter(VirtualMachine, Token)::: value make character:::return->charAt->make
LValue#makeFloat(VirtualMachine, Token)::: value make float:::return->Float->valueOf->floatValue->make
LValue#makeDouble(VirtualMachine, Token)::: value make double:::return->Double->valueOf->doubleValue->make
LValue#makeInteger(VirtualMachine, Token)::: value make integer:::image->if->image->endsWith->image->endsWith->image->image->length->substring->return->Long->decode->make->longValue->Long->decode->intValue->if->return->make->else->return->make
LValue#makeShort(VirtualMachine, Token)::: value make short:::return->Short->parseShort->make
LValue#makeLong(VirtualMachine, Token)::: value make long:::return->Long->parseLong->make
LValue#makeByte(VirtualMachine, Token)::: value make byte:::return->Byte->parseByte->make
LValue#makeString(VirtualMachine, Token)::: value make string:::len->length->return->substring->make
LValue#makeNull(VirtualMachine, Token)::: value make null:::return->new->LValueConstant
LValue#makeThisObject(VirtualMachine, ExpressionParser.GetFrame, Token)::: value make this object:::if->throw->new->ParseException->else->try->frame->frameGetter->get->thisObject->frame->thisObject->if->throw->new->ParseException->else->return->new->LValueConstant->catch->throw->new->ParseException->finally
LValue#makeNewObject(VirtualMachine, ExpressionParser.GetFrame, String, List)::: value make new object:::classes->vm->classesByName->if->classes->size->throw->new->ParseException->if->classes->size->throw->new->ParseException->refType->classes->get->if->throw->new->ParseException->classType->methods->classType->methods->new->ArrayList<Method>->iter->methods->iterator->while->iter->hasNext->method->iter->next->if->method->isConstructor->iter->remove->constructor->LValue->resolveOverload->newObject->try->thread->frameGetter->get->thread->classType->newInstance->catch->throw->ie->exception->referenceType->name->new->ParseException->throw->new->ParseException->throw->new->ParseException->finally->return->new->LValueConstant
LValue#nFields(LValue, StringTokenizer, ThreadReference)::: value n fields:::if->izer->hasMoreTokens->return->else->return->lval->izer->nextToken->memberLValue->nFields
LValue#makeName(VirtualMachine, ExpressionParser.GetFrame, String)::: value make name:::izer->new->StringTokenizer->first->izer->nextToken->if->try->frame->frameGetter->get->thread->frame->thread->var->try->frame->visibleVariableByName->catch->finally->if->return->new->LValueLocal->nFields->else->thisObject->frame->thisObject->if->thisLValue->new->LValueConstant->fv->try->thisLValue->memberLValue->catch->finally->if->return->nFields->while->izer->hasMoreTokens->classes->vm->classesByName->if->classes->size->if->classes->size->throw->new->ParseException->else->refType->classes->get->lval->izer->nextToken->new->LValueStaticMember->return->nFields->izer->nextToken->catch->throw->new->ParseException->finally->throw->new->ParseException
LValue#stringValue(LValue, ExpressionParser.GetFrame)::: value string value:::val->lval->getMassagedValue->if->return->if->return->value->return->val->toString
LValue#booleanOperation(VirtualMachine, Token, LValue, LValue)::: value boolean operation:::op->right->rightL->interiorGetValue->left->leftL->interiorGetValue->if->if->op->equals->return->right->equals->make->else->if->op->equals->return->right->equals->make->else->throw->new->ParseException->rr->doubleValue->ll->doubleValue->res->if->op->equals->else->if->op->equals->else->if->op->equals->else->if->op->equals->else->if->op->equals->else->if->op->equals->else->throw->new->ParseException->return->make
LValue#operation(VirtualMachine, Token, LValue, LValue, ExpressionParser.GetFrame)::: value operation:::op->right->rightL->interiorGetValue->left->leftL->interiorGetValue->if->if->op->equals->return->stringValue->stringValue->make->if->if->op->equals->return->right->equals->make->else->if->op->equals->return->right->equals->make->else->throw->new->ParseException->if->throw->new->ParseException->primRight->primLeft->if->rr->primRight->doubleValue->ll->primLeft->doubleValue->res->if->op->equals->else->if->op->equals->else->if->op->equals->else->if->op->equals->else->throw->new->ParseException->return->make->if->rr->primRight->floatValue->ll->primLeft->floatValue->res->if->op->equals->else->if->op->equals->else->if->op->equals->else->if->op->equals->else->throw->new->ParseException->return->make->if->rr->primRight->longValue->ll->primLeft->longValue->res->if->op->equals->else->if->op->equals->else->if->op->equals->else->if->op->equals->else->throw->new->ParseException->return->make->else->rr->primRight->intValue->ll->primLeft->intValue->res->if->op->equals->else->if->op->equals->else->if->op->equals->else->if->op->equals->else->throw->new->ParseException->return->make
LValue#operation(VirtualMachine, Token, LValue, ExpressionParser.GetFrame)::: value operation:::op->right->rightL->interiorGetValue->if->throw->new->ParseException->if->if->op->equals->rr->value->return->make->throw->new->ParseException->primRight->if->rr->primRight->doubleValue->res->if->op->equals->else->if->op->equals->else->throw->new->ParseException->return->make->if->rr->primRight->floatValue->res->if->op->equals->else->if->op->equals->else->throw->new->ParseException->return->make->if->rr->primRight->longValue->res->if->op->equals->else->if->op->equals->else->if->op->equals->else->throw->new->ParseException->return->make->else->rr->primRight->intValue->res->if->op->equals->else->if->op->equals->else->if->op->equals->else->throw->new->ParseException->return->make
ParseException#initialise(Token, int[][], String[]):::It uses "currentToken" and "expectedTokenSequences" to generate a parse error message and returns it:::eol->System->getProperty->expected->new->StringBuilder->maxSize->for->i->retval->tok->for->i->if->else->expected->toString->return
ParseException#add_escapes(String):::Used to convert raw characters to their escaped version when these raw version cannot be used as part of an ASCII string literal.:::retval->new->StringBuilder->ch->for->i->str->length->return->retval->toString
Token#getValue():::An optional attribute value of the Token:::return
Token#toString():::Returns the image.:::return
Token#newToken(int, String):::Returns a new Token object, by default:::switch->return->new->Token
Token#newToken(int)::: token new token:::return->newToken
TokenMgrError#addEscapes(String):::Replaces unprintable characters by their escaped (or unicode escaped) equivalents in the given string:::retval->new->StringBuilder->ch->for->i->str->length->return->retval->toString
TokenMgrError#LexicalError(boolean, int, int, int, String, char):::Returns a detailed message for the Error when it is thrown by the token manager to indicate a lexical error:::return->String->valueOf->addEscapes->addEscapes
TokenMgrError#getMessage():::You can also modify the body of this method to customize your error messages:::return->super->getMessage
